iter	RMSE
698	2297.415062
699	2297.302744
700	2297.256467
701	2297.12093
702	2297.055941
703	2296.972218
704	2296.864152
705	2296.767926
706	2296.689381
707	2296.610036
708	2296.525372
709	2296.447193
710	2296.366273
711	2296.194838
712	2296.127632
713	2296.04436
714	2295.965474
715	2295.823031
716	2295.712086
717	2295.601933
718	2295.414321
719	2295.393184
720	2295.301497
721	2295.173081
722	2295.072976
723	2294.956992
724	2294.862378
725	2294.788966
726	2294.651976
727	2294.534692
728	2294.446224
729	2294.3616
730	2294.28788
731	2294.17626
732	2294.111076
733	2294.056326
734	2294.004602
735	2293.965091
736	2293.954481
737	2293.865256
738	2293.7938
739	2293.703202
740	2293.66041
741	2293.585217
742	2293.458491
743	2293.333896
744	2293.17733
745	2293.108892
746	2292.971816
747	2292.86604
748	2292.811112
749	2292.696861
750	2292.660745
751	2292.600154
752	2292.49708
753	2292.474072
754	2292.364275
755	2292.193028
756	2292.164644
757	2292.118889
758	2292.081792
759	2291.969748
760	2291.950372
761	2291.890092
762	2291.820761
763	2291.771825
764	2291.730411
765	2291.634118
766	2291.519991
767	2291.485721
768	2291.337387
769	2291.268528
770	2291.133445
771	2291.019889
772	2290.882844
773	2290.768701
774	2290.737389
775	2290.60306
776	2290.498076
777	2290.412971
778	2290.287634
779	2290.224367
780	2290.186853
781	2290.125694
782	2290.073465
783	2290.050506
784	2289.961427
785	2289.920916
786	2289.845822
787	2289.790512
788	2289.686457
789	2289.642433
790	2289.625511
791	2289.500675
792	2289.471286
793	2289.361813
794	2289.261543
795	2289.203272
796	2289.094877
797	2289.032022
798	2288.899632
799	2288.846588
800	2288.750733
801	2288.646817
802	2288.519763
803	2288.406027
804	2288.312459
805	2288.208265
806	2288.121051
807	2287.990155
808	2287.885403
809	2287.864128
810	2287.693376
811	2287.531901
812	2287.46683
813	2287.352395
814	2287.322981
815	2287.273724
816	2287.202924
817	2287.14383
818	2287.099707
819	2287.086684
820	2286.964303
821	2286.891759
822	2286.846199
823	2286.808242
824	2286.751659
825	2286.621388
826	2286.576698
827	2286.462981
828	2286.381277
829	2286.313811
830	2286.219816
831	2286.152311
832	2285.922269
833	2285.791142
834	2285.692865
835	2285.579318
836	2285.530333
837	2285.424673
838	2285.387968
839	2285.334146
840	2285.234247
841	2285.2097
842	2285.055175
843	2285.014382
844	2284.933096
845	2284.875112
846	2284.82339
847	2284.750293
848	2284.662514
849	2284.569395
850	2284.527712
851	2284.427707
852	2284.360701
853	2284.338897
854	2284.257933
855	2284.203167
856	2284.115178
857	2284.065672
858	2283.935509
859	2283.881834
860	2283.80223
861	2283.726543
862	2283.656435
863	2283.568755
864	2283.449988
865	2283.386584
866	2283.273206
867	2283.240252
868	2283.149647
869	2283.085708
870	2283.005536
871	2282.931986
872	2282.868595
873	2282.72358
874	2282.634351
875	2282.595875
876	2282.567375
877	2282.519322
878	2282.363642
879	2282.336832
880	2282.280987
881	2282.245715
882	2282.097031
883	2282.017886
884	2281.910831
885	2281.750627
886	2281.666224
887	2281.557594
888	2281.513936
889	2281.494109
890	2281.437976
891	2281.383558
892	2281.360037
893	2281.301702
894	2281.174697
895	2281.068592
896	2280.952643
897	2280.891209
898	2280.861923
899	2280.787069
900	2280.73128
901	2280.578187
902	2280.469377
903	2280.368957
904	2280.29236
905	2280.215764
906	2280.110638
907	2280.010291
908	2279.952849
909	2279.840688
910	2279.748826
911	2279.663684
912	2279.624275
913	2279.503062
914	2279.447048
915	2279.343429
916	2279.212639
917	2279.116043
918	2279.015964
919	2278.926194
920	2278.874227
921	2278.843359
922	2278.724929
923	2278.583713
924	2278.488916
925	2278.455896
926	2278.383098
927	2278.249439
928	2278.148589
929	2278.061934
930	2278.000045
931	2277.900626
932	2277.836689
933	2277.81227
934	2277.715932
935	2277.578051
936	2277.475665
937	2277.322689
938	2277.238064
939	2277.195739
940	2277.018915
941	2276.967782
942	2276.948097
943	2276.853845
944	2276.723392
945	2276.684398
946	2276.59316
947	2276.482164
948	2276.424455
949	2276.334635
950	2276.264849
951	2276.215746
952	2276.161575
953	2276.094008
954	2276.001649
955	2275.964493
956	2275.924844
957	2275.915986
958	2275.856504
959	2275.772739
960	2275.716179
961	2275.625544
962	2275.57818
963	2275.496056
964	2275.37303
965	2275.345527
966	2275.328888
967	2275.272489
968	2275.232728
969	2275.082646
970	2275.042925
971	2274.95429
972	2274.828001
973	2274.726355
974	2274.626049
975	2274.530343
976	2274.431676
977	2274.344911
978	2274.24056
979	2274.155112
980	2274.071144
981	2273.967695
982	2273.911621
983	2273.888394
984	2273.807607
985	2273.762596
986	2273.63847
987	2273.56971
988	2273.546616
989	2273.435516
990	2273.370192
991	2273.300912
992	2273.226208
993	2273.105937
994	2273.039495
995	2273.004311
996	2272.918427
997	2272.885599
998	2272.779812
999	2272.721698
